site,air_n_total,air_n_live,air_n_dead,air_prop_mortality,air_n_pipo_live,air_n_pipo_and_dead,air_n_abco,air_n_cade,air_prop_pipo_live,air_prop_pipo_and_dead,air_prop_abco,air_prop_cade,air_prop_nonhost_live,air_prop_nonhost_all,air_qmd_pipo,air_qmd_pipo_and_dead,air_qmd_overall,air_qmd_live,air_qmd_dead,forest,elev,rep,live_count,dead_count,pipo_count,abco_count,cade_count,pipo_count_dead,abco_count_dead,cade_count_dead,nonhost_count_live,nonhost_count_dead,pipo_and_dead_count,total_count,n_fallen,pct_fallen,qmd_fallen,n_fallen_pipo,pct_fallen_pipo,qmd_fallen_pipo,live_tpha,dead_tpha,pipo_tpha,abco_tpha,cade_tpha,pipo_dead_tpha,abco_dead_tpha,cade_dead_tpha,nonhost_live_tpha,nonhost_dead_tpha,pipo_and_dead_tpha,overall_tpha,live_ba,dead_ba,pipo_ba,pipo_and_dead_ba,total_ba,live_bapha,dead_bapha,pipo_bapha,pipo_and_dead_bapha,overall_bapha,ground_qmd_live,ground_qmd_dead,ground_qmd_pipo,ground_qmd_pipo_live_and_dead,ground_qmd_dead_pipo,ground_qmd_pipo_and_dead,ground_qmd_overall,live_sdi_ac,pipo_and_dead_sdi_ac,overall_sdi_ac,site_cwd,site_cwd_zscore,pipo_and_dead_tpha_s,overall_tpha_s,pipo_and_dead_bapha_s,overall_bapha_s,pipo_and_dead_qmd_s,overall_qmd_s,live_sdi_ac_s,pipo_and_dead_sdi_ac_s,overall_sdi_ac_s,x_3310,y_3310,ground_n_total,ground_tpha_total,ground_tpha_abco,ground_tpha_cade,ground_tpha_pipo_live,ground_tpha_pipo_and_dead,ground_prop_mortality,ground_prop_mortality_pipo,ground_prop_mortality_nonhost,ground_prop_mortality_abco,ground_prop_pipo_live,ground_prop_pipo_and_dead,ground_prop_abco,ground_prop_cade,ground_prop_nonhost_live,ground_prop_nonhost_all,survey_area,buffered_survey_area,air_tpha_total,air_tpha_abco,air_tpha_cade,air_tpha_pipo_live,air_tpha_pipo_and_dead
sequ_5k_1,9871,6461,3410,0.3454563873974268,3284,6694,298,163,0.3326917232296627,0.6781481106270895,0.030189443825346975,0.01651301793131395,0.6673082767703373,0.32185188937291054,26.339494386450674,28.20832910662807,26.454245166821973,24.441917765974356,29.89789235847569,sequoia,5000,1,43,47,7,9,37,35,5,7,36,12,54,90,3,0.06382978723404255,66.56302502140359,2,0.05714285714285714,66.20879198414664,212.5104401931374,232.27885323435947,34.59472282213865,44.47892934274969,182.85782063130426,864.8680705534662,123.55258150763802,172.97361411069323,889.5785868549938,296.52619561833126,266.8735760564981,444.7892934274969,38510.98450935966,116339.47982255847,5664.026872099739,122003.50669465821,154850.46433191813,190325.26210128178,574961.7225333146,27992.205671062202,602953.9282043768,765286.9846345964,33.76860671730338,56.139648507567195,32.09731407543539,59.29902123660261,63.3529887958842,53.63451233425483,46.80476408657563,142.36755756673367,405.49411176951486,531.0436668954392,718.2377238167903,0.5768800771199023,-0.5359200147973546,-0.43984374909090157,1.0071351542994464,1.0405743423022173,1.1801996299054114,1.4092375432838504,0.20945311265118524,0.8833298606862167,0.8764981819026928,129191.82442160361,-222467.1200870148,90,444.7892934274969,44.47892934274969,182.85782063130426,34.59472282213865,266.8735760564981,0.5222222222222223,0.3888888888888889,0.13333333333333333,0.05555555555555555,0.07777777777777778,0.6,0.1,0.4111111111111111,0.9222222222222223,0.4,34.880705832570094,27.11709537983537,364.0139130587049,10.989377579930508,6.010968273586151,121.10441601507313,246.85534738273432
sequ_5k_2,13921,7607,6314,0.45355937073486097,3383,9697,605,2348,0.24301415128223547,0.6965735220170964,0.04345952158609295,0.16866604410602687,0.7569858487177645,0.30342647798290356,38.67640609773325,35.735188081742216,35.68830675133229,36.98929750557273,34.054948551096395,sequoia,5000,2,58,43,2,19,48,26,8,9,56,17,45,101,2,0.046511627906976744,44.45290276236187,1,0.038461538461538464,36.83,286.6419890977202,212.5104401931374,9.884206520611041,93.8999619458049,237.22095649466502,642.4734238397177,197.68413041222084,222.39464671374844,1383.7889128855459,420.0787771259693,222.39464671374844,499.15242929085764,45076.190633034304,77974.62975017053,5362.029214557631,83336.65896472815,123050.82038320483,222771.188689672,385358.6719094336,26499.702063118722,411858.3739725523,608129.8605991056,31.456809043073868,48.05045363965614,58.42579753841619,59.8768299511589,59.98699403396348,48.558676926877745,39.385524119130544,169.37810497472157,283.3864930399428,439.07784566261097,587.2594174166827,-0.273700802487838,-0.9387926013271521,-0.1794878079249866,-0.3312332114734231,0.2046030634377381,0.6004257030456709,0.2628690473281644,0.5270338003991917,-0.4346632948690637,0.17890133011252302,99940.30921314225,-138717.11603421764,101,499.15242929085764,93.8999619458049,237.22095649466502,9.884206520611041,222.39464671374844,0.42574257425742573,0.25742574257425743,0.16831683168316833,0.07920792079207921,0.019801980198019802,0.44554455445544555,0.18811881188118812,0.4752475247524752,0.9801980198019802,0.5544554455445545,37.05678676478038,29.104291219417437,478.31434529875656,20.787312614449228,80.67538846070543,116.23715466889544,333.1811081360565
sequ_5k_3,10928,6322,4606,0.4214860907759883,3934,8540,48,1966,0.35999267935578333,0.7814787701317716,0.004392386530014641,0.179904831625183,0.6400073206442167,0.21852122986822842,30.640396774484284,27.71652209774081,27.913777975504498,29.888977687370595,24.949376362867568,sequoia,5000,3,52,48,15,2,40,38,1,6,37,10,63,100,7,0.14583333333333334,104.34640277460454,7,0.18421052631578946,104.34640277460454,256.9893695358871,237.22095649466502,74.13154890458281,9.884206520611041,197.68413041222084,938.999619458049,24.710516301527605,148.26309780916563,914.2891031565214,247.10516301527605,311.35250539924783,494.2103260305521,25842.081433972387,48777.99279232898,10469.691274608318,59247.6840669373,74620.07422630137,127714.23490791571,241065.87721012824,51742.29538263403,292808.1725927623,368780.11211804394,25.154583616571294,35.97049408195556,29.81098785347443,35.59245405822409,37.63088831350063,34.60353553089764,30.823567174485174,102.22802865544618,217.80011550064356,281.7066156285281,611.3264288852738,-0.11740820452165324,-0.13304742826755656,-0.20315652984916077,-1.1650203924787346,-1.0685782610590016,-0.9935635573766262,-1.060063995428024,-0.2624936052356875,-1.142583059367152,-1.0148212198790718,96342.3250226871,-135357.25687728572,100,494.2103260305521,9.884206520611041,197.68413041222084,74.13154890458281,311.35250539924783,0.48,0.38,0.1,0.01,0.15,0.63,0.02,0.4,0.85,0.37,39.49106539782644,31.341408811480566,348.67609384543687,1.531520177944818,62.728513954989836,125.52084125072737,272.4829649926822
sequ_6k_1,12041,8393,3648,0.30296487002740635,2881,6529,2651,864,0.23926584170749937,0.5422307117349058,0.22016443816958725,0.07175483763806993,0.7607341582925007,0.4577692882650942,39.31838988392249,39.84123705056544,39.702971821723885,39.46312908357106,40.249354744098625,sequoia,6000,1,22,51,9,12,4,44,2,1,13,7,60,73,5,0.09803921568627451,66.82179554606415,4,0.09090909090909091,65.50344339040505,108.72627172672146,252.04726627558156,44.47892934274969,59.305239123666254,19.768413041222082,1087.2627172672146,49.42103260305521,24.710516301527605,321.23671191985886,172.97361411069323,296.52619561833126,360.77353800230304,29607.62739413753,73682.96941445845,9628.708871550201,83311.67828600865,103290.59680859599,146323.95187447814,364148.8433721871,47586.073506620945,411734.91687880806,510472.7952466653,41.39477460655237,42.88975160553292,36.907772291965216,41.69521244586314,42.608246205720235,42.046744489912655,42.44475417447375,104.44570179977492,292.84099427413355,362.2811164430221,730.5165302579386,0.6566193734224578,-0.2673382904441559,-0.8422120218018609,-0.3320978630319681,-0.31486751299247906,-0.14338262354770778,0.7355596426876114,-0.23641897032592166,-0.3326142331848026,-0.40363200469821237,128817.30412273035,-220422.18577073282,73,360.77353800230304,59.305239123666254,19.768413041222082,44.47892934274969,296.52619561833126,0.6986301369863014,0.6027397260273972,0.0958904109589041,0.0273972602739726,0.1232876712328767,0.821917808219178,0.1643835616438356,0.0547945205479452,0.8767123287671232,0.17808219178082196,35.8492904039045,27.780593785824628,433.432060265899,95.42632603312833,31.100847111513723,103.70548672253592,235.02017452670498
sequ_6k_2,8272,6112,2160,0.26112185686653777,1452,3612,1908,221,0.17553191489361702,0.43665377176015474,0.23065764023210833,0.026716634429400386,0.824468085106383,0.5633462282398453,27.800982171335402,26.826284422393535,24.87845458922236,24.413003573980816,26.150659916960816,sequoia,6000,2,107,82,23,0,49,81,0,1,84,1,105,189,2,0.024390243902439025,67.77565344576178,2,0.024691358024691357,67.77565344576178,528.8050488526908,405.2524673450527,113.66837498702698,0,242.16305975497053,2001.551820423736,0,24.710516301527605,2075.683369328319,24.710516301527605,518.9208423320797,934.0575161977434,35982.66620090688,76002.7269245147,11654.930738965275,87657.65766347997,111985.39312542159,177830.0519459872,375613.3245257543,57599.87120367532,433213.1957294296,553443.3764717415,20.692351183355825,34.35284584156943,25.40071781594405,32.73552324428194,34.535433124349545,32.60283308402449,27.46659644774504,148.8817663274361,326.6822732956016,434.13090148932054,689.5078855437346,0.39030680570627985,1.7470246422048328,1.9033597214023326,-0.18167129198757961,-0.08629262680300794,-1.2220885234178198,-1.578759373912402,0.2860449294370295,0.03265842211372805,0.14137681682043415,128422.79888592489,-256548.37247282304,189,934.0575161977434,0,242.16305975497053,113.66837498702698,518.9208423320797,0.43386243386243384,0.42857142857142855,0.005291005291005291,0,0.12169312169312169,0.5555555555555556,0,0.25925925925925924,0.8783068783068784,0.4444444444444444,17.128686291811878,11.833402493670974,699.0381679676856,161.23849425560255,18.67594718579044,122.70350820709375,305.2376526473985
sequ_6k_3,14195,9097,5098,0.35914054244452276,3633,8731,2354,2502,0.25593518844663615,0.6150757308911589,0.16583303980274744,0.17625924621345543,0.7440648115533639,0.38492426910884114,34.00797873052366,35.0417897152219,34.813785821150894,34.271937164793975,35.76028341022749,sequoia,6000,3,95,45,7,28,48,29,5,5,88,16,52,140,1,0.022222222222222223,39.37,1,0.034482758620689655,39.37,469.4998097290245,222.39464671374844,34.59472282213865,138.3788912885546,237.22095649466502,716.6049727443005,123.55258150763802,123.55258150763802,2174.525434534429,395.3682608244417,256.9893695358871,691.8944564427729,50970.566725131765,61309.27411639338,7557.086014007991,68866.36013040137,112279.84084152515,251901.8039918938,302996.76349759265,37347.899428238146,340344.66292583075,554898.5674894864,26.136834498462125,41.64970114978818,37.075176053912024,47.155077007206295,49.28022111319629,41.06359350961721,31.95522910886417,199.86452283971593,243.38648925251906,420.3795481293727,602.6466853186125,-0.17377497334478642,-0.6254472562484207,0.7435923471178025,-0.8320909575821726,-0.07855197932321807,-0.2556804541104287,-0.8852075956705304,0.8854825725138497,-0.8664113853036709,0.037067404006432346,93286.23364314917,-135545.0597770622,140,691.8944564427729,138.3788912885546,237.22095649466502,34.59472282213865,256.9893695358871,0.32142857142857145,0.20714285714285716,0.11428571428571428,0.03571428571428571,0.05,0.37142857142857144,0.2,0.34285714285714286,0.95,0.6285714285714286,34.708471046161044,26.50580182192384,535.5431273261403,88.81074474996366,94.39442793730208,137.06433121351657,329.3995804638627
sier_3k_1,19820,16129,3691,0.18622603430877904,11389,15080,255,1979,0.5746215943491423,0.7608476286579213,0.012865792129162463,0.09984863773965691,0.4253784056508577,0.23915237134207867,30.882893970644172,29.834274616946924,29.337694029891708,29.982230084256447,26.336768877808925,sierra,3000,1,90,82,6,0,94,55,0,24,84,27,88,172,17,0.2073170731707317,139.64572582073538,15,0.2727272727272727,138.58534219750658,444.7892934274969,405.2524673450527,29.652619561833127,0,464.55770646871895,1359.0783965840183,0,593.0523912366625,2075.683369328319,667.1839401412453,434.90508690688586,850.0417607725497,22908.042447006235,111906.4481001782,1518.8556685947494,113425.30376877295,134814.49054718442,113213.91126456678,553053.2220051013,7506.341551695633,560559.5635567969,666267.133269668,18.00229168621472,41.68460484253208,17.953027135648554,44.635680563247405,46.63184936577926,40.510602166144565,31.590690835883475,97.86942175694949,402.1180669921912,506.08377303974737,763.5365880133548,0.8710535842642408,0.9860430898707705,1.5009914486913734,0.7102194214377161,0.5138546515052786,-0.31884443343462326,-0.9415334718450236,-0.313740599809312,0.8468898419907809,0.6871675899356413,37771.6934626624,-78668.52829427765,172,850.0417607725497,0,464.55770646871895,29.652619561833127,434.90508690688586,0.47674418604651164,0.31976744186046513,0.1569767441860465,0,0.03488372093023256,0.5116279069767442,0,0.5465116279069767,0.9651162790697675,0.4883720930232558,38.821604768815845,30.423843459099263,651.4627261557306,8.38158401461712,65.04766574481286,374.3445503626446,495.6638703546124
sier_3k_2,13187,10506,2681,0.20330628649427462,5363,8044,496,704,0.4066884052475923,0.609994691741867,0.037612800485326454,0.05338591036626981,0.5933115947524077,0.39000530825813295,25.034151490186826,26.27421715008565,25.03715882005427,24.04541961721635,28.59387541025289,sierra,3000,2,7,24,3,0,0,24,0,0,4,0,27,31,8,0.3333333333333333,142.05096188340298,8,0.3333333333333333,142.05096188340298,34.59472282213865,118.61047824733251,14.826309780916564,0,0,593.0523912366625,0,0,98.84206520611042,0,133.43678802824905,153.20520106947114,4999.581354759191,41968.75634672099,3795.3403599360777,45764.09670665707,46968.33770148018,24708.44731351809,207413.92757209783,18756.96396680922,226170.89153890705,232122.37488561592,30.15593921127786,47.185926673108796,40.134679235460865,46.45533803239089,47.185926673108796,46.45533803239089,43.92146396878513,18.969781038878146,157.2139707815908,163.44587337380398,767.6440577175052,0.8977277358084351,-1.7445377743867476,-1.8362983426171724,-1.6317252789534977,-1.7955064487695351,0.3601773591767708,0.9637303978183053,-1.2414153256797524,-1.7965318046787713,-1.911875368706871,67383.02374859425,-106867.08273059604,31,153.20520106947114,0,0,14.826309780916564,133.43678802824905,0.7741935483870968,0.7741935483870968,0,0,0.0967741935483871,0.8709677419354839,0,0,0.9032258064516129,0.12903225806451613,38.20095142270717,30.049888846380945,438.83689778067765,16.50588468182423,23.427707290331163,178.4698781222245,267.6881781866816
sier_3k_3,15221,10422,4799,0.3152880888246502,7322,12121,1247,1082,0.4810459233953091,0.7963340122199593,0.08192628605216477,0.07108599960580776,0.518954076604691,0.20366598778004075,29.85878212105596,30.271671352683796,30.231813542027208,29.92339713413435,30.890999146806898,sierra,3000,3,21,72,4,0,22,58,0,14,17,14,76,93,22,0.3055555555555556,144.7900259686419,21,0.3620689655172414,144.54720231121735,103.78416846641593,355.8314347419975,19.768413041222082,0,108.72627172672146,1433.209945488601,0,345.94722822138647,420.0787771259693,345.94722822138647,375.5998477832196,459.61560320841346,10815.265775352811,69509.27057988028,1928.1739702097084,71437.44455008999,80324.53635523308,53450.16024944185,343521.99275428493,9529.23486460964,353051.2276188946,396972.15300372674,25.60731301052587,35.05985992793848,24.774116270817817,36.13906096125479,36.793679117947455,34.59483140890451,33.161769687656964,42.608663293708844,262.6260285348384,298.18513719568557,772.9766232831806,0.932357732439804,0.4488796411643736,-0.3688375833183793,-0.7430984936224277,-0.918615371259099,-0.9945577627798365,-0.6987814772690116,-0.963477512325287,-0.6587455463170596,-0.8898251657656325,67933.44219301417,-109811.18714151895,93,459.61560320841346,0,108.72627172672146,19.768413041222082,375.5998477832196,0.7741935483870968,0.6236559139784946,0.15053763440860216,0,0.043010752688172046,0.8172043010752689,0,0.23655913978494625,0.956989247311828,0.18279569892473113,37.844852828795126,29.771834902084994,511.2550183775887,41.88522488120709,36.343074034856514,245.9371424059329,407.12976005221424
sier_4k_1,17530,8128,9402,0.5363377067883628,3539,12941,723,1811,0.20188248716486024,0.738220193953223,0.041243582430119795,0.10330861380490587,0.7981175128351398,0.261779806046777,19.820878537414238,24.511451462695934,23.445434979867404,20.000297479530175,26.05922702427893,sierra,4000,1,53,56,5,0,43,46,0,5,48,10,61,109,11,0.19642857142857142,134.65114734008026,11,0.2391304347826087,134.65114734008026,261.9314727961926,276.7577825771092,24.710516301527605,0,212.5104401931374,1136.6837498702698,0,123.55258150763802,1186.104782473325,247.10516301527605,301.4682988786368,538.6892553733018,18236.655526458493,91232.3269162691,2677.3409780553584,93909.66789432446,109468.98244272759,90127.43473437922,450879.58029815264,13231.69557659696,464111.27587474964,541007.0150325318,20.930987671528076,45.544445793563646,26.110903500262104,43.809503178925844,45.318679467694686,44.273646603154155,35.75916349718417,75.25718935490858,326.19802176091736,399.3893007196882,841.2511733109709,1.3757367042220563,-0.2225746697186226,0.009861967468405867,0.03472836835953857,-0.15244579065455036,0.11097940344982433,-0.2974505528215474,-0.5796074187703447,0.027431555723888355,-0.1221518615315978,38729.310052762376,-81189.81986144977,109,538.6892553733018,0,212.5104401931374,24.710516301527605,301.4682988786368,0.5137614678899083,0.42201834862385323,0.09174311926605505,0,0.045871559633027525,0.5596330275229358,0,0.3944954128440367,0.9541284403669725,0.44036697247706424,38.68878784006214,30.42584532855875,576.154904184231,23.762692283240103,59.52176448817127,116.3155850489443,425.32918511398367
sier_4k_2,14634,9856,4778,0.32649993166598335,5713,10491,397,3030,0.3903922372557059,0.7168921689216892,0.027128604619379527,0.2070520705207052,0.6096077627442942,0.28310783107831083,26.194877289924303,26.857167473374552,25.867700676448003,24.969597008077812,27.628227905249695,sierra,4000,2,74,99,7,6,79,49,2,31,67,50,106,173,8,0.08080808080808081,87.0734821171176,7,0.14285714285714285,86.4787007765496,365.71564126260853,489.26822277024655,34.59472282213865,29.652619561833127,390.42615756413613,1210.8152987748526,49.42103260305521,766.0260053473557,1655.6045922023495,1235.5258150763802,523.8629455923852,854.9838640328551,24420.766955103903,84081.0629222703,1317.642128645133,85398.70505091544,108501.8298773742,120689.95198798033,415537.2951981057,6511.923459893018,422049.2186579987,536227.247186086,20.498347395484007,32.884145311819935,15.481205490160365,39.029283517086796,41.31172792912197,32.027848781133734,28.258593298977114,101.26244278828484,319.56877230006324,417.8850886133654,764.3810194609185,0.8765373721003964,1.791788262930366,1.524660170615547,-0.2598599961082975,-0.17787097366035698,-1.2877645905899715,-1.4563856209225514,-0.2738466303758653,-0.044122582394425874,0.01814594947084676,40351.743415200945,-73570.16136236125,173,854.9838640328551,29.652619561833127,390.42615756413613,34.59472282213865,523.8629455923852,0.5722543352601156,0.2832369942196532,0.28901734104046245,0.011560693641618497,0.04046242774566474,0.6127167630057804,0.03468208092485549,0.45664739884393063,0.9595375722543352,0.3872832369942196,37.362000824791046,29.301162969258854,499.43410148440785,13.54895027260557,103.40886480099465,194.97519624029124,358.0403962466122
sier_4k_3,11989,6225,5764,0.48077404287263326,3521,9285,294,1070,0.293685878722162,0.7744599215947953,0.024522478939027443,0.08924847777129034,0.706314121277838,0.22554007840520474,26.759649188369654,30.95025673526663,29.659442987674865,25.89306233273257,33.25129522663348,sierra,4000,3,41,60,4,2,38,54,0,5,37,6,64,101,8,0.13333333333333333,119.2339958233389,7,0.12962962962962962,118.70906782550354,202.62623367252635,296.52619561833126,19.768413041222082,9.884206520611041,187.7999238916098,1334.3678802824907,0,123.55258150763802,914.2891031565214,148.26309780916563,316.2946086595533,499.15242929085764,15701.395325542073,101182.38967106293,2073.3456629711413,103255.73533403408,116883.78499660501,77597.91702970734,500053.8178788638,10246.68836070999,510300.5062395738,577651.7349085711,22.081687278674398,46.33742543560227,25.689811638079405,47.04272335756671,48.24996026173762,45.32336687763829,38.38588039659612,64.00225347973752,356.73401513968946,419.5456825968909,688.3448321082495,0.38275386780858184,-0.08828380754202378,-0.1794878079249866,0.3582220519681199,0.04247972434459866,0.23088093626103987,0.10841116812198001,-0.7119390676557531,0.35702794528607507,0.030742206639869832,73377.83384315333,-112974.03804256693,101,499.15242929085764,9.884206520611041,187.7999238916098,19.768413041222082,316.2946086595533,0.594059405940594,0.5346534653465347,0.0594059405940594,0,0.039603960396039604,0.6336633663366337,0.019801980198019802,0.37623762376237624,0.9603960396039604,0.36633663366336633,34.12156223772315,26.39395342636295,454.23282394766534,11.138914858671583,40.53958809108366,133.4017660455192,351.78511722029134
sier_5k_1,9209,5439,3770,0.40938212618090997,2519,6289,1128,780,0.2735367575198176,0.6829188837007275,0.1224888695841025,0.0846997502443262,0.7264632424801825,0.3170811162992725,38.49102868236543,35.580699767574295,36.653798343492106,38.69198176603037,33.495473930256075,sierra,5000,1,82,63,19,7,59,42,2,12,63,21,82,145,19,0.30158730158730157,169.38315233812364,13,0.30952380952380953,157.84112626308772,405.2524673450527,311.35250539924783,93.8999619458049,34.59472282213865,291.5840923580257,1037.8416846641594,49.42103260305521,296.52619561833126,1556.762526996239,518.9208423320797,405.2524673450527,716.6049727443005,24838.69928386352,72898.68757831135,4524.137727122009,77422.82530543336,97737.38686217487,122755.4167125303,360272.8415527661,22358.75581128089,382631.597364047,483028.2582652964,19.638691951374348,38.383505837546316,17.411900135131418,35.56087738964425,41.22494187930871,34.67229913584984,29.295534077916123,104.01534099553164,284.48373682058366,373.3196351494364,721.5878040591735,0.5986356966392007,0.7174613655175718,0.861935956738673,-0.5359276294235171,-0.46085417964194814,-0.9857092157621938,-1.296164864300121,-0.2414790040278283,-0.42281997331463234,-0.3199005075529145,40662.34102218216,-70336.59363825545,145,716.6049727443005,34.59472282213865,291.5840923580257,93.8999619458049,405.2524673450527,0.43448275862068964,0.2896551724137931,0.14482758620689656,0.013793103448275862,0.1310344827586207,0.5655172413793104,0.04827586206896552,0.4068965517241379,0.8689655172413793,0.43448275862068964,20.40051431739635,14.587302678882002,631.3024554794385,77.32752413734462,53.47116030773831,172.6844266861446,431.12836817354645
sier_5k_2,13140,6193,6947,0.5286910197869101,3250,10197,1614,658,0.24733637747336376,0.7760273972602739,0.1228310502283105,0.050076103500761034,0.7526636225266362,0.22397260273972608,26.362782030517046,32.19741965189074,30.80843795712924,25.916855379827677,34.59075172571509,sierra,5000,2,24,68,4,1,11,56,1,7,20,12,72,92,9,0.1323529411764706,120.97254989459385,8,0.14285714285714285,105.93139963202601,118.61047824733251,336.06302170077544,19.768413041222082,4.942103260305521,54.36313586336073,1383.7889128855459,24.710516301527605,172.97361411069323,494.2103260305521,296.52619561833126,355.8314347419975,454.6734999481079,15557.490401478382,120443.35436651703,8756.00658030058,129199.36094681761,136000.8447679954,76886.72403531816,595243.494296897,43273.088667760094,638516.5829646571,672130.2183322152,28.72891400372338,47.488890601784284,52.79321412833282,46.24668569241837,45.743239629323526,47.79902014221166,43.38423547537295,59.69123431204393,440.93891876591687,474.61306993876434,709.9550441752671,0.5230918649447127,0.26982515826224096,-0.3925063052425535,1.2562039111598013,0.5450423609260872,0.5136559081718277,0.880721649930407,-0.762626542126044,1.2659105178743342,0.44844995426870476,76293.25698329585,-113727.49776400393,92,454.6734999481079,4.942103260305521,54.36313586336073,19.768413041222082,355.8314347419975,0.7391304347826086,0.6086956521739131,0.13043478260869565,0.010869565217391304,0.043478260869565216,0.782608695652174,0.010869565217391304,0.11956521739130435,0.9565217391304348,0.21739130434782605,35.690645589387884,27.530692830898612,477.28548208756087,58.62547702354058,23.900597200427324,118.05006216016535,370.38661041452497
sier_5k_3,16475,11096,5379,0.32649468892261,6503,11882,1533,2566,0.3947192716236722,0.7212139605462823,0.09305007587253414,0.15575113808801214,0.6052807283763277,0.2787860394537177,30.511171696656184,32.515771673097035,33.886204792458905,33.44163091969801,34.78534341891496,sierra,5000,3,56,42,7,15,35,35,1,6,49,7,49,98,1,0.023809523809523808,61.976,1,0.02857142857142857,61.976,276.7577825771092,207.56833693283187,34.59472282213865,74.13154890458281,172.97361411069323,864.8680705534662,24.710516301527605,148.26309780916563,1210.8152987748526,172.97361411069323,242.16305975497053,484.32611950994107,44228.570362000006,93636.55256309091,11094.512267083443,104731.06483017435,137865.12292509092,218582.16178469238,462761.51170582086,54830.22524665268,517591.7369524735,681343.6734905132,31.711186847636505,53.27863896892405,44.92210996825505,55.31718365760791,57.169832749199365,52.166869872808455,42.32229671779862,165.88551415336633,350.31534063101367,483.8691412978766,778.5298192016037,0.9684205156498525,-0.7597381184250197,-0.25049397369750886,0.40928735577868547,0.5940518088827929,1.0125620363258043,0.7166383824179334,0.48596912376326573,0.28774669028996025,0.5186608886517596,55123.780321447506,-84405.59976848672,98,484.32611950994107,74.13154890458281,172.97361411069323,34.59472282213865,242.16305975497053,0.42857142857142855,0.35714285714285715,0.07142857142857142,0.01020408163265306,0.07142857142857142,0.5,0.15306122448979592,0.35714285714285715,0.9285714285714286,0.5,36.91200401152793,28.93205717809722,569.4375584350865,52.9862080170554,88.69054779632364,224.76797830065965,410.6863168027738
stan_3k_1,22951,20688,2263,0.09860136813210751,6551,8814,2252,2627,0.28543418587425384,0.38403555400636136,0.09812208618360856,0.11446124351880092,0.7145658141257462,0.6159644459936386,38.110058148161606,36.63265529167582,35.404931669020115,35.76033594939125,31.97326321239615,stanislaus,3000,1,100,110,10,0,128,46,0,61,90,64,120,210,13,0.11818181818181818,144.89358702164841,12,0.2608695652173913,144.0898815323269,494.2103260305521,543.6313586336073,49.42103260305521,0,632.5892173191066,1136.6837498702698,0,1507.341494393184,2223.9464671374844,1581.4730432977667,593.0523912366625,1037.8416846641594,67275.75468276642,99562.64854337988,24480.963803620685,124043.61234700057,166838.4032261463,332483.72655721434,492048.8899708904,120987.45102929523,613036.3410001857,824532.6165281048,29.267413835868723,33.947432799443426,55.83021691521537,46.10837150825062,43.709728418680236,36.278693530317035,31.804855317268476,257.024553876738,451.06482794588925,625.3267007328169,638.4866038855652,0.05897158062747739,2.418478953087829,2.4004028818099883,1.0777489495330297,1.3557216635904688,-0.8022230481823454,-0.9084422906068194,1.5575504759975998,1.375206556334757,1.5916720008334033,-20374.97616017973,7771.463933519926,210,1037.8416846641594,0,632.5892173191066,49.42103260305521,593.0523912366625,0.5238095238095238,0.21904761904761905,0.3047619047619048,0,0.047619047619047616,0.5714285714285714,0,0.6095238095238096,0.9523809523809523,0.4285714285714286,39.52704295051104,31.038011421435055,739.4481459643348,72.55619470662202,84.63815430474958,211.06377953955635,283.9743783943901
stan_3k_2,8141,4854,3287,0.40375875199606925,2373,5660,664,1092,0.29148753224419605,0.6952462842402654,0.08156246161405233,0.13413585554600171,0.7085124677558039,0.30475371575973464,20.790603359361388,20.756761514803415,20.37196304017681,20.124291924287906,20.73229557067078,stanislaus,3000,2,18,64,7,0,19,43,0,16,11,21,71,82,30,0.46875,174.3113747292471,29,0.6744186046511628,170.64566141569495,88.95785868549937,316.2946086595533,34.59472282213865,0,93.8999619458049,1062.552200965687,0,395.3682608244417,271.81567931680365,518.9208423320797,350.889331481692,405.2524673450527,11369.755769729201,57666.50337841356,8086.189963681597,65752.69334209515,69036.25914814277,56190.50705845619,284993.814356877,39962.7857829606,324956.6001398376,341184.3214153332,28.359226070775154,33.87091130952192,38.35111625866598,35.121394785515,34.56707727787936,34.33860582206006,32.74060937198299,43.75380889039323,242.14079915132967,257.0346847459407,739.2277073678617,0.7131902735373424,0.2250615375367082,-0.6291935244842943,-0.9398637235478088,-1.2153694968149567,-1.0238244553977347,-0.7638561910879332,-0.9500132859002025,-0.8798569920921109,-1.201967499666045,-10143.604442297945,-26631.302657798304,82,405.2524673450527,0,93.8999619458049,34.59472282213865,350.889331481692,0.7804878048780488,0.524390243902439,0.25609756097560976,0,0.08536585365853659,0.8658536585365854,0,0.23170731707317074,0.9146341463414634,0.13414634146341464,25.358600599013783,18.778223918845104,433.53407836563315,35.360106625080505,58.15246450992156,126.3697786465603,301.41295707523443
